company_name,category,address,phone
accusearch,automobile dealers & manufacturers | business consulting | legislative & government institutions | executive,"canada, ca, alberta, calgary, edmonton, t2a 6r1, t5j 2y9","+14 032-652-877, +17 804-242-340"
accuserv heating and air conditioning,heating & air conditioning | appliance repair & maintenance,"canada, ca, ontario, east york, m4c 4c6",+14 162-692-2280
accutemp gta,utility companies | heating & air conditioning,"canada, ca, ontario, brampton, ",+16 472-028-3250
ace clear,auto electrical equipment | home builders & renovation contractors | security guards & patrol services,"canada, ca, alberta, edmonton, t5l 4n8",+17 804-529-9770
ace coworking,office spaces | business consulting,"canada, ca, ontario, oakville, l6j 1g7",+12 898-018-7310
ace entertainment and media group,employment agencies & hr consulting | adult entertainment clubs | radio & television production | djs & event entertainers,"canada, ca, alberta, calgary, t2e 6s8","+14 032-777-264, +14 036-055-657"
ace financial group,insurance -  agents | courthouses | carriers & brokers | investment firms & venture capital,"canada, ca, ontario, mississauga, l4w 4j4",+19 052-829-6000
ace handyman services,handyman services,"united states, us, texas, kentucky, colorado, paducah, colleyville, lakewood, 42001, 760346277","+12 703-491-159, +18 663-496-946, +18 178-096-1380"
ace kosher,catering & delivery,"canada, ca, ontario, north york, m6b 2l7",+14 166-632-665
ace laboratoires,environmental & ecological services,"canada, ca, quebec, longueuil, j4j 3r8, j4k 3r6",+14 506-930-7640
ace moto tech,motorcycle repair shops,"canada, ca, ontario, milton, l9t 3j2",+19 056-368-5000
ace of carts,sporting goods store | golf cart dealers,"canada, ca, saskatchewan, saskatoon, s7p 0a4",+13 066-642-5820
ace painting,coatings | dyes & pigments | home builders & renovation contractors | paints,"canada, ca, saskatchewan, yorkton, s3n 1e1",+13 067-839-6670
ace plumbing and heating,heating & air conditioning | home builders & renovation contractors | plumbing services | water supply & water treatment,"canada, ca, saskatchewan, saskatoon, , s7k 1p7","+13 062-428-4880, +19 059-382-2320"
ace sports clinic,chiropractors | massage therapists | sports medicine & physical therapy | sportswear & fitness equipment,"canada, ca, ontario, toronto, oakville, m4v 1k6","+14 167-924-223, +61 398-248-001"
ace stone supply,marble | granite & stone products,"united states, us, new jersey, lawrence, lawrenceville, ",+16 095-879-1950
acen motors,,"canada, ca, ontario, hamilton, l8k 1w1",+19 055-457-2000
aces,industrial machinery & supplies,"united states, us, indiana, north carolina, raleigh, carmel, 46032",+13 173-447-0000
aces automotive,auto services | automobile dealers & manufacturers | wheels & tire dealers | auto parts & repair shops,"canada, ca, ontario, oshawa, l1j 4h6",+19 057-257-2000
aces k care,animal shelters | pet boarding & sitting,"canada, ca, british columbia, prince george, v2n 6j9",+12 509-641-3120
aceti law,general practice attorneys,"canada, ca, ontario, whitchurch-stouffville, toronto, l4a 0y2","+16 476-945-528, +16 477-978-782"
acf surfaces,marble | granite & stone products | building material manufacturers | cabinet makers | construction services,"canada, ca, ontario, hamilton, stoney creek, l8e 2m6",+19 056-620-6060
ach group,security guards & patrol services,"australia, au, south australia, torrensville plaza, glenelg south, 5045",+61 882-959-900
achaia select,beauty salons,"canada, ca, quebec, saint-leonard, laval, ",+14 505-055-5550
achievement first,community center | elementary schools | middle schools,"united states, us, connecticut, bridgeport, new haven, 06608","+12 033-689-463, +14 016-336-677"
achievement house cyber charter school,middle schools,"united states, us, pennsylvania, exton, 19341",+14 846-156-2000
achievers,industrial machinery & supplies | business consulting | tech companies,"canada, ca, ontario, toronto, m6k 3k4 m6k 3l5, m6k 3l5","+18 886-223-343, +18 886-764-687"
aci architects,architects & architectural services,"canada, ca, alberta, ontario, east york, edmonton, m4b 1w3, t5s 1j8","+17 804-866-4000, +14 165-230-781"
acier century,metal fabrication services | metal products store | garbage collection & waste disposal,"canada, ca, quebec, lachine, ",+15 143-641-5050
acier darmature,construction services | metal products store,"canada, ca, quebec, saint-lin-laurentides, j5m 0a3",+14 504-398-2880
ack architects,architects & architectural services,"canada, ca, ontario, toronto, st. catharines, l2t 2l3","+19 059-845-5450, +14 164-620-389"
acl concept immobilier,real estate - agents & managers,"france, fr, occitanie, leguevin, pibrac, 31490",+33 782-805-066
acme pest solutions,pest services & agricultural chemicals | home builders & renovation contractors,"canada, ca, ontario, milton, ","+14 164-532-4440, +16 478-667-378"
acme shipping supplies,packing & crating,"canada, ca, , , ","+16 045-901-2100, +16 045-725-793"
acn concrete design,industrial machinery & supplies | concrete work | home builders & renovation contractors,"canada, ca, ontario, clinton, n0m 1l0",+15 195-250-675
acon renovations,general contractors | home builders & renovation contractors | salvage merchandise & thrift store | kitchen furniture & equipment,"canada, ca, ontario, toronto, m6s 1c1","+16 474-695-4040, +16 472-914-696"
acores rotisserie chicken,restaurants,"canada, ca, ontario, woodbridge, l4l 0a2",+19 058-508-8000
acorn fire and safety,fire departments & fire protection | business consulting,"canada, ca, ontario, waterloo, n2v 1a2",+15 198-845-3000
acorn landscape supply,landscaping supplies | home builders & renovation contractors,"canada, ca, ontario, oakville, l6j 2x3",+19 058-087-6450
acosys consulting services,business consulting | tech companies | recruitment & job listing services | computer repair & service,"canada, ca, quebec, montreal, h3b 2s7","+15 147-446-768, +15 147-449-4330"
acoustic interiors,decorators & interior designers | other engineering services,"canada, ca, ontario, north york, toronto, m9m 2z2",+14 167-500-444
acoustic music shop,adult entertainment clubs | musical instruments & music stores,"canada, ca, alberta, edmonton, t6e 1y9",+17 804-333-5450
acoustics with design,other engineering services,"canada, ca, ontario, toronto, ",+14 168-186-5690
acquia,industrial machinery & supplies | tech companies | software development services,"united kingdom, united states, gb, us, us, oregon, massachusetts, england, reading, portland, boston, rg1 3ar, 02109","+18 889-227-8420, +44 186-552-0010"
acre wood nursery school,colleges & universities,"united kingdom, gb, england, amersham, hp6 6nu",+44 149-472-9007
acropolis organics,farms & agriculture production,"canada, ca, ontario, toronto, ",+14 164-295-1110
across canada restorations,damage restoration & mold remediation,"canada, ca, ontario, london, n6l 1g3","+12 269-807-8120, +12 507-257-052"
across the floor dance centre,dance studios & schools | dance schools | music schools & instructors,"canada, ca, ontario, mississauga, l5j 1k7",+14 165-220-8560
across the floor dance studio,dance schools | dance studios & schools,"canada, ca, alberta, grande prairie, t8v 8h6, t8v 7h1",+17 805-322-8870
act emergency services agency,legislative & government institutions | ambulances & rescue squads | auto services | executive,"australia, au, australian capital territory, canberra, ",+61 262-078-444
act now legal services,general practice attorneys,"canada, ca, ontario, barrie, l4n 3e7",+17 052-525-213
act renovations,home builders & renovation contractors,"canada, ca, ontario, toronto, m4r 1g6",+16 479-242-3260
act wellness center,chiropractors,"united states, us, virginia, woodbridge, 22193",+17 034-919-3550
actel communication,telecommunications,"canada, ca, quebec, trois-rivieres, ","+18 006-571-316, +18 193-781-2120"
actenviro,garbage collection & waste disposal,"united states, us, new mexico, california, san jose, albuquerque, 95133, 87107","+18 663-339-2220, +15 053-495-220"
actinium engineering,other engineering services | business consulting,"canada, ca, ontario, aurora, l4g 0r4",+12 894-681-2210
actinolite restaurant,,"canada, ca, ontario, toronto, m6g 3v5",+14 169-628-9430
action battery service,other engineering services | industrial machinery & supplies | heavy construction equipment,"canada, ca, saskatchewan, saskatoon, s7p 0a9",+13 062-600-026
action car and truck accessories,auto electrical equipment | auto parts store | salvage merchandise & thrift store,"canada, ca, ontario, new brunswick, sault ste. marie, moncton, p6b 0a3","+17 097-530-2270, +17 055-757-211, +18 555-602-233"
action courtage,insurance -  agents | carriers & brokers | investment consultants & financial advisors | business brokers,"canada, ca, quebec, rosemere, montreal, ",+14 509-710-7620
action express,trucking and logistics,"canada, ca, saskatchewan, regina, s4n 4w6","+13 067-895-055, +13 065-698-7500"
action kitchen and bath,kitchen furniture & equipment,"canada, ca, ontario, brampton, l6t 4l9",+19 057-997-277
action martial arts,sports & leisure - clubs | fitness & health centers | martial arts gyms | elementary schools | fields & pitches,"canada, ca, ontario, gloucester, k1j 6m5",+16 136-995-300
action party rental,djs & event entertainers | party rentals,"canada, ca, ontario, mississauga, l5c 2z2",+19 052-798-8770
action realty,real estate - agents & managers,"canada, ca, manitoba, dauphin, r7n 1l8","+12 046-487-653, +12 046-388-8990"
action scuba,diving center | adult education schools | sportswear & fitness equipment,"canada, ca, quebec, pointe-claire, montreal, ",+15 146-978-8780
action security services,alarms | surveillance & security systems | security guards & patrol services | locksmiths,"canada, ca, alberta, calgary, t2y 2z3",+14 032-793-9860
action sst,golf courses & country clubs,"canada, ca, quebec, quebec, ","+15 813-084-4420, +15 149-732-018"
activa environnement,business consulting | animal preservation & wildlife control | aircraft parts & services | environmental engineering services,"canada, ca, quebec, rimouski, quebec, new-richmond, montreal, g0c 2b0, g2j 0b5, fabrik8","+15 145-887-661, +14 182-549-822, +18 663-925-088"
activated decor,video and audio production | malls & shopping center,"canada, united states, ca, ontario, california, hamilton, los angeles, l8w 2e7, l8w 2z9",+18 775-438-711
active action,,"canada, ca, quebec, gatineau, j8p 5e8, j8p 0b8",+18 192-829-960
active caregiving,home health care | clinics - surgeons & physicians | dentists & dental clinics,"canada, ca, ontario, guelph, n1h 3a2",+12 266-467-281
active driving school,driving schools,"canada, ca, alberta, calgary, t1y 4b7",+14 039-199-2520
active electric,electrical & wiring contractors,"canada, ca, saskatchewan, regina, s4n 6h9",+13 065-250-3000
active goods,malls & shopping center | salvage merchandise & thrift store,"canada, ca, alberta, calgary, t2r 0a2",+18 886-323-220
active journeys,travel agencies | tour operators,"canada, ca, ontario, etobicoke, m9a 1b2","+14 162-365-011, +18 005-975-594"
active kids zone,,"canada, ca, ontario, north york, markham, m3j 2j1",+14 166-505-0600
active life conditioning,personal trainer | fitness & health centers | spa & wellness centers,"canada, ca, ontario, collingwood, l9y 4k1",+17 058-886-3370
active lock and alarm,alarms | surveillance & security systems | security guards & patrol services | locksmiths,"canada, ca, new brunswick, fredericton, e3b 3m5",+15 064-520-2000
active physiotherapy and wellness centre,alternative therapy | fitness & health centers | sports medicine & physical therapy,"canada, ca, alberta, calgary, t2e 2l3, t3e 3a5",+14 039-849-0940
active solutions registered massage therapy,spa & wellness centers | massage therapists | alternative therapy,"canada, ca, ontario, oakville, l6m 3e3",+16 472-391-050
active sports therapy,alternative therapy | chiropractors | dentists & dental clinics | clinics - surgeons & physicians | sports medicine & physical therapy,"canada, belgium, ca, alberta, wallonia, ways, calgary, t2j 3k9",+14 032-781-405
activelife rehab and wellness,chiropractors | massage therapists | sports medicine & physical therapy,"canada, ca, ontario, whitby, l1n 4h3",+12 896-384-4000
activenorth physiotherapy,sports medicine & physical therapy,"canada, ca, ontario, coldwater, l0k 1e0",+17 056-863-688
actom,other engineering services,"south africa, za, gauteng, orange free state, johannesburg, germiston, 9300","+27 118-205-111, +27 514-481-417"
